filename,emotion,mfcc
1003_MTI_HAP_XX,NEU,"[-875.4576   -875.4576   -854.5685   ...   -7.51556   -10.750814
  -11.907576]"
1003_MTI_SAD_XX,NEU,"[-963.4087    -963.4087    -946.8688    ...   -3.6976361   -4.4447436
   -2.0263095]"
1003_MTI_ANG_XX,ANG,"[-755.18555   -755.18555   -755.18555   ...   -7.0303745  -12.959976
  -11.132071 ]"
1003_MTI_FEA_XX,NEU,"[-971.51013   -971.51013   -935.7507    ...    4.9273977    4.14752
    3.7039256]"
1003_MTI_DIS_XX,SAD,"[-9.7969727e+02 -9.7969727e+02 -9.5306927e+02 ... -8.8532299e-01
 -5.0674832e-01 -7.3743501e+00]"
1003_IWL_NEU_XX,NEU,"[-9.4489429e+02 -9.4489429e+02 -9.1953333e+02 ... -2.2566695e+00
 -4.8238486e-01  2.4920285e-02]"
1003_IWL_HAP_XX,NEU,"[-869.4167    -869.4167    -864.3648    ...   -6.8008847  -12.5453615
   -3.941018 ]"
1003_IWL_SAD_XX,NEU,"[-985.34485   -985.34485   -944.6307    ...  -17.80766     -9.611469
   -4.3199053]"
1003_IWL_ANG_XX,ANG,"[-752.31586   -752.31586   -752.31586   ...   16.775558     8.1377535
   14.784824 ]"
1003_IWL_FEA_XX,FEA,"[-9.3018842e+02 -9.3018842e+02 -9.2459149e+02 ...  1.0114264e+01
 -3.3243895e-02 -5.0811367e+00]"
1003_IWL_DIS_XX,NEU,"[-968.8146    -968.8146    -943.2065    ...  -10.288511    -1.7936342
    3.3652034]"
1003_ITH_NEU_XX,NEU,"[-855.952     -855.952     -855.94714   ...   -3.494352    -3.7027445
   -5.376547 ]"
1003_ITH_HAP_XX,NEU,"[-904.9944   -904.9944   -894.528    ...  -12.883917   -4.101496
   -5.891634]"
1003_ITH_SAD_XX,NEU,"[-9.644339e+02 -9.644339e+02 -9.395446e+02 ... -9.313512e+00 -5.526101e+00
  5.219033e-01]"
1003_ITH_ANG_XX,ANG,"[-7.2164331e+02 -7.2164331e+02 -7.2164331e+02 ...  1.2450972e+00
 -5.7738537e-01 -2.8976822e+00]"
1003_ITH_FEA_XX,SAD,"[-977.5118    -977.5118    -940.19165   ...   -2.4096868    3.0265865
   -6.0405254]"
1003_ITH_DIS_XX,NEU,"[-1000.7054  -1000.7054   -959.5482  ...   -10.55848   -20.07406
   -15.00485]"
1003_DFA_NEU_XX,NEU,"[-9.2522461e+02 -9.2522461e+02 -9.1870874e+02 ...  6.1344824e+00
 -6.7485237e+00  1.4083055e-01]"
1003_DFA_HAP_XX,HAP,"[-885.4581   -885.4581   -885.4137   ...  -14.53087   -10.058319
  -10.444262]"
1003_DFA_SAD_XX,NEU,"[-9.9417224e+02 -9.9383185e+02 -9.0263129e+02 ... -8.8203669e-02
 -3.6101389e+00 -1.4111867e+00]"
1003_DFA_ANG_XX,ANG,"[-729.0675    -729.0675    -729.0675    ...   -6.1057234    2.0308156
   -1.3275336]"
1003_DFA_FEA_XX,NEU,"[-940.5549   -940.5549   -926.11755  ...   -4.125273  -11.898078
    2.166819]"
1003_DFA_DIS_XX,NEU,"[-1056.1714    -1052.4105     -944.9674    ...    -2.4445016    -4.712475
    -5.4395084]"
1003_ITS_NEU_XX,NEU,"[-942.9438    -942.9438    -879.14655   ...   -9.570314   -16.858246
   -3.0752378]"
1003_ITS_HAP_XX,HAP,"[-884.39185   -884.39185   -883.5232    ...  -11.257005    -4.771589
   -3.0204992]"
1003_ITS_SAD_XX,SAD,"[-996.3251    -996.3251    -974.0774    ...   -6.6094875   -8.918761
   -1.014966 ]"
1003_ITS_ANG_XX,ANG,"[-7.9833154e+02 -7.9833154e+02 -7.9833154e+02 ... -7.6274862e+00
  6.2355036e-01  9.5481735e-01]"
1003_ITS_FEA_XX,SAD,"[-953.1245    -953.1245    -938.45325   ...   -1.6549742   -6.5437565
    4.4164276]"
1003_ITS_DIS_XX,FEA,"[-1033.9734    -1033.7799     -969.1078    ...     4.7317157     7.8603697
    -6.239972 ]"
1003_TSI_NEU_XX,NEU,"[-941.8179   -941.8179   -822.40796  ...  -14.649267  -19.74557
   -9.018773]"
1003_TSI_HAP_XX,NEU,"[-907.99036  -907.99036  -895.2601   ...   -9.819159   -8.589252
   -9.400208]"
1003_TSI_SAD_XX,NEU,"[-9.8894830e+02 -9.8884912e+02 -8.4554053e+02 ... -3.7107363e+00
 -1.1501171e+01 -8.2469285e-01]"
1003_TSI_ANG_XX,ANG,"[-813.36847   -813.36847   -812.9663    ...   -7.7176123  -14.033677
   -4.9438415]"
1003_TSI_FEA_XX,FEA,"[-861.8368    -861.8368    -855.40076   ...    4.765668   -11.632569
   -7.8019104]"
1003_TSI_DIS_XX,DIS,"[-967.78357   -967.78357   -933.5591    ...    3.7108905    1.0167389
   -7.9847193]"
1003_WSI_NEU_XX,NEU,"[-9.1277368e+02 -9.1277368e+02 -8.8526697e+02 ... -4.1491657e-01
 -2.2712532e+01 -1.3316932e+01]"
1003_WSI_HAP_XX,SAD,"[-8.9750604e+02 -8.9750604e+02 -8.8469153e+02 ... -8.5225129e-01
  9.4884043e+00  3.4837670e+00]"
1003_WSI_SAD_XX,SAD,"[-953.86      -953.853     -877.73236   ...    3.3319945   -2.8033276
   -4.7298775]"
1003_WSI_ANG_XX,ANG,"[-736.2133    -736.2133    -736.2133    ...   -7.255603    -7.7399535
   -6.9078054]"
1003_WSI_FEA_XX,SAD,"[-1024.3785    -1024.3301     -949.2375    ...    -9.433298     11.044375
    -6.6481276]"
1003_WSI_DIS_XX,ANG,"[-960.70605   -960.70605   -938.85077   ...    2.4617865   -8.384119
  -10.302474 ]"
1004_IEO_NEU_XX,NEU,"[-964.1428    -964.1428    -927.1708    ...   -7.7074122  -14.210915
   -5.8219194]"
1004_IEO_HAP_LO,NEU,"[-9.6422888e+02 -9.6422888e+02 -8.9756036e+02 ...  3.4503901e+00
  8.7700403e-01 -1.4305838e+00]"
1004_IEO_HAP_MD,DIS,"[-9.1904517e+02 -9.1904517e+02 -9.0142010e+02 ...  7.9962492e-01
  2.7968102e+00 -1.9341090e-01]"
1004_IEO_HAP_HI,FEA,"[-719.56366   -719.56366   -719.56366   ...    0.           0.
    2.3589523]"
1004_IEO_SAD_LO,SAD,"[-1.0613483e+03 -1.0585972e+03 -9.7652777e+02 ... -1.0324593e+00
  7.5506077e+00  1.7485359e+00]"
1004_IEO_SAD_MD,NEU,"[-1066.7898    -1059.9784     -992.6655    ...    -4.2132154   -12.680047
   -12.936199 ]"
1004_IEO_SAD_HI,NEU,"[-1024.0048    -1023.6643     -970.05554   ...    -4.1755333     1.4878471
     6.0129433]"
1004_IEO_ANG_LO,ANG,"[-765.9781    -765.9781    -765.9781    ...  -10.790134    -2.4345555
   -2.4613829]"
1004_IEO_ANG_MD,DIS,"[-733.44855   -733.44855   -733.44855   ...    3.6602993    3.5421886
   -1.2300913]"
1004_IEO_ANG_HI,ANG,"[-7.2415076e+02 -7.2415076e+02 -7.2415076e+02 ... -6.8554602e+00
 -8.8453789e+00 -4.9034011e-01]"
1004_IEO_FEA_LO,NEU,"[-9.8302789e+02 -9.8302789e+02 -9.2489893e+02 ... -4.3512955e+00
  6.5654588e-01  4.9121523e-01]"
1004_IEO_FEA_MD,NEU,"[-955.0493    -955.0493    -924.9258    ...   -7.6526747   -4.3105793
   -1.0526701]"
1004_IEO_FEA_HI,NEU,"[-1033.8949    -1033.1709     -971.77844   ...     1.82452     -11.510821
     3.1306574]"
1004_IEO_DIS_LO,NEU,"[-1.0442428e+03 -1.0409802e+03 -9.5351172e+02 ...  9.4742937e+00
  3.8400257e-01 -9.5115347e+00]"
1004_IEO_DIS_MD,DIS,"[-918.7277    -918.7277    -913.0896    ...  -10.220814    -2.7708035
   -8.668798 ]"
1004_IEO_DIS_HI,DIS,"[-949.97205  -949.97205  -938.1836   ...  -12.621666  -17.000557
   -9.39459 ]"
1004_TIE_NEU_XX,NEU,"[-975.949     -975.949     -949.0828    ...   12.806974     3.4101787
    6.6129804]"
1004_TIE_HAP_XX,DIS,"[-8.0113141e+02 -8.0113141e+02 -8.0113141e+02 ... -9.7072811e+00
 -9.4536438e+00 -2.4923599e-01]"
1004_TIE_SAD_XX,SAD,"[-1011.8817    -1011.8817     -951.897     ...     7.1372848     5.1539216
     7.9701357]"
1004_TIE_ANG_XX,ANG,"[-729.8495    -729.8495    -729.8495    ...   -1.2337015   -0.8232559
   -2.594793 ]"
1004_TIE_FEA_XX,FEA,"[-928.42084   -928.42084   -922.81226   ...   -4.3729043   -7.628852
   -6.670747 ]"
1004_TIE_DIS_XX,DIS,"[-9.1844617e+02 -9.1844617e+02 -9.1565442e+02 ...  1.8176687e+00
  9.7372828e+00 -6.9088912e-01]"
1004_IOM_NEU_XX,NEU,"[-1011.2913    -1011.2913     -949.5849    ...    -4.379799      3.478332
    -4.0959883]"
1004_IOM_HAP_XX,HAP,"[-8.8575507e+02 -8.8575507e+02 -8.8339990e+02 ...  4.1136825e-01
  2.4240496e+00 -8.7046747e+00]"
1004_IOM_SAD_XX,NEU,"[-999.9962    -999.92535   -917.3419    ...   -2.7293267   -3.2395515
   -5.939165 ]"
1004_IOM_ANG_XX,ANG,"[-835.44025  -835.44025  -835.44025  ...   -8.330324   -9.054024
   -2.69507 ]"
1004_IOM_FEA_XX,NEU,"[-1022.7491    -1021.5442     -907.7649    ...    -2.012247     -8.561747
    -2.8817544]"
1004_IOM_DIS_XX,NEU,"[-995.34937   -995.34937   -971.1006    ...   -8.367779    -3.9619749
   11.334097 ]"
1004_IWW_NEU_XX,NEU,"[-921.34924   -921.34924   -882.9699    ...    1.9925478   -5.24786
    1.0421077]"
1004_IWW_HAP_XX,NEU,"[-9.8286157e+02 -9.8286157e+02 -9.1949524e+02 ... -2.7760651e+00
  1.9039948e+00  3.7613481e-02]"
1004_IWW_SAD_XX,FEA,"[-1.0304519e+03 -1.0283661e+03 -9.6777808e+02 ...  5.5638587e-01
 -3.9312181e+00 -6.2686160e-02]"
1004_IWW_ANG_XX,DIS,"[-876.187     -876.187     -875.79047   ...   -5.5887356   -1.9638456
   -7.660647 ]"
1004_IWW_FEA_XX,FEA,"[-933.4526    -933.4526    -925.4498    ...   -6.331579     7.9261036
   -4.352192 ]"
1004_IWW_DIS_XX,FEA,"[-9.9147815e+02 -9.9147815e+02 -9.4734534e+02 ...  0.0000000e+00
  2.0540657e+00  5.6754309e-01]"
1004_TAI_NEU_XX,NEU,"[-945.1344    -945.1344    -930.4966    ...   -7.834669    -5.1043997
  -16.575378 ]"
1004_TAI_HAP_XX,NEU,"[-963.5753    -963.5753    -943.1387    ...  -12.173481    -1.9670397
   -7.675517 ]"
1004_TAI_SAD_XX,FEA,"[-1026.9753   -1026.0363    -966.4835   ...    -6.154995   -12.643046
   -20.323635]"
1004_TAI_ANG_XX,ANG,"[-831.7368    -831.7368    -828.8651    ...   -4.054811    -3.693447
   -5.9807673]"
1004_TAI_FEA_XX,NEU,"[-974.1655    -974.1655    -934.4872    ...    0.           6.8064165
    6.9590416]"
1004_TAI_DIS_XX,DIS,"[-975.8316   -975.7818   -931.1999   ...  -10.523878  -14.896091
   -7.981493]"
1004_MTI_NEU_XX,NEU,"[-943.7302    -943.7302    -933.5389    ...   15.854019     4.025685
   -3.5853407]"
1004_MTI_HAP_XX,NEU,"[-975.8695    -975.8695    -927.2402    ...   -3.7483218  -10.022559
  -19.009216 ]"
1004_MTI_SAD_XX,SAD,"[-1049.0071    -1047.5457     -950.96063   ...   -14.79431     -10.524076
    -7.6210203]"
1004_MTI_ANG_XX,DIS,"[-765.8769   -765.8769   -765.8769   ...  -10.991827  -12.468185
  -13.309856]"
1004_MTI_FEA_XX,NEU,"[-1012.2183    -1012.12634    -943.98425   ...    -3.8786232   -12.805372
    -3.1121547]"
1004_MTI_DIS_XX,NEU,"[-9.9581757e+02 -9.9581757e+02 -9.2805328e+02 ...  6.8091154e+00
 -7.8680211e-01 -1.0942884e+01]"
1004_IWL_NEU_XX,NEU,"[-9.0768408e+02 -9.0768408e+02 -8.9580707e+02 ...  4.9209929e+00
  1.4987316e+00 -3.0382901e-01]"
1004_IWL_HAP_XX,NEU,"[-9.0130573e+02 -9.0130573e+02 -9.0099377e+02 ... -1.1454792e+01
 -4.8539555e-01  1.1189158e+00]"
1004_IWL_SAD_XX,SAD,"[-889.06335  -889.06335  -886.9783   ...   -1.09531   -18.601063
   -5.561177]"
1004_IWL_ANG_XX,ANG,"[-744.66895  -744.66895  -744.66895  ...   -8.789364   -8.413954
   -4.440813]"
1004_IWL_FEA_XX,NEU,"[-1.02064282e+03 -1.02057153e+03 -9.66178162e+02 ...  1.51207447e-02
 -1.17892351e+01 -1.96837749e+01]"
1004_IWL_DIS_XX,DIS,"[-869.95636  -869.95636  -839.4585   ...   -6.52746    -1.326653
   -7.502123]"
1004_ITH_NEU_XX,NEU,"[-1003.82245  -1003.82245   -934.91675  ...    -5.449003    -9.743009
    -4.54699 ]"
1004_ITH_HAP_XX,FEA,"[-965.84094  -965.84094  -947.9626   ...   12.80418    -9.193278
  -13.758966]"
1004_ITH_SAD_XX,NEU,"[-1046.9758   -1044.588     -957.4367   ...    -3.502531    -4.827133
    -9.666236]"
1004_ITH_ANG_XX,ANG,"[-7.4473926e+02 -7.4473926e+02 -7.4473926e+02 ...  7.7629461e+00
 -2.1140969e-01 -9.3836613e+00]"
1004_ITH_FEA_XX,FEA,"[-1022.44867   -1022.282      -988.6701    ...    -1.7017307    -2.550861
    -7.422615 ]"
1004_ITH_DIS_XX,FEA,"[-1.02106140e+03 -1.02094617e+03 -9.77574158e+02 ... -1.18456535e+01
  2.05184364e+00  3.28143597e-01]"
1004_DFA_NEU_XX,ANG,"[-9.7442841e+02 -9.7442841e+02 -9.0745752e+02 ...  3.2651243e+00
  2.3675251e-01 -2.1088142e+00]"
1004_DFA_HAP_XX,HAP,"[-871.67303   -871.67303   -871.52576   ...    2.8824916  -15.209772
  -16.11364  ]"
1004_DFA_SAD_XX,NEU,"[-9.6709357e+02 -9.6709357e+02 -9.1913153e+02 ...  3.7327063e-01
 -7.0619446e-01 -1.0672139e+01]"
1004_DFA_ANG_XX,ANG,"[-7.9190521e+02 -7.9190521e+02 -7.9190521e+02 ... -3.8211141e+00
 -1.7283869e+00 -4.0813017e-01]"
1004_DFA_FEA_XX,DIS,"[-992.71655   -992.64136   -924.226     ...   -6.793686    -8.507849
   -9.0514965]"
1004_DFA_DIS_XX,DIS,"[-957.47107   -957.4583    -923.0293    ...    6.1184673   -7.9344206
  -11.100229 ]"
1004_ITS_NEU_XX,NEU,"[-992.6384    -992.6384    -970.7461    ...   -6.382269    11.567289
   -5.1313033]"
1004_ITS_HAP_XX,NEU,"[-933.4678    -933.4678    -912.80457   ...  -12.636587     1.0889363
  -10.884864 ]"
1004_ITS_SAD_XX,SAD,"[-968.8111    -968.8111    -918.29      ...   -7.6248307   -2.1852462
   -2.7180953]"
1004_ITS_ANG_XX,DIS,"[-828.78625  -828.78625  -828.78625  ...   -9.059015   -9.27256
   -6.312257]"
1004_ITS_FEA_XX,FEA,"[-1004.42834   -1004.42834    -896.8315    ...    12.3616905    13.179272
     4.0554824]"
1004_ITS_DIS_XX,DIS,"[-941.3084    -941.3084    -932.9155    ...  -11.111532    -7.9555473
   -6.116268 ]"
1004_TSI_NEU_XX,NEU,"[-930.49866   -930.49866   -906.2445    ...   -2.392312    -7.340276
   -5.2463055]"
1004_TSI_HAP_XX,NEU,"[-1005.2745    -1005.2745     -958.89325   ...    -2.5675614     1.1267786
    10.972851 ]"
1004_TSI_SAD_XX,NEU,"[-1081.426     -1075.3151     -971.14124   ...    -9.520379      1.1990304
     9.552005 ]"
1004_TSI_ANG_XX,ANG,"[-837.507     -837.507     -837.507     ...   -7.5255594   -8.494251
   -4.0777807]"
1004_TSI_FEA_XX,NEU,"[-892.3872    -892.3872    -882.7854    ...    8.08992      2.8110075
   -8.4406185]"
1004_TSI_DIS_XX,DIS,"[-976.09186   -976.09186   -957.0975    ...    8.732531   -11.282576
    1.9021108]"
1004_WSI_NEU_XX,NEU,"[-865.0478   -865.0478   -863.1129   ...   -5.800811   -6.009607
  -11.886665]"
1004_WSI_HAP_XX,DIS,"[-821.10645   -821.10645   -821.0697    ...  -12.071129     2.1930583
    8.861201 ]"
1004_WSI_SAD_XX,NEU,"[-1054.8102    -1054.4542     -971.2015    ...     7.026369     -2.4771225
     4.136351 ]"
1004_WSI_ANG_XX,ANG,"[-806.9907    -806.9907    -806.8784    ...  -10.517693   -10.046668
   -6.4070277]"
1004_WSI_FEA_XX,SAD,"[-910.0825   -910.0825   -883.1109   ...   -8.440342   -6.842601
  -10.649416]"
1004_WSI_DIS_XX,DIS,"[-906.7712    -906.7712    -902.18604   ...   -4.645912   -14.812577
   -2.0655866]"
1005_IEO_NEU_XX,NEU,"[-970.0003    -969.98114   -871.54144   ...   -6.36264      2.8466353
    1.2673042]"
1005_IEO_HAP_LO,NEU,"[-1011.32117   -1010.4941     -889.8863    ...    -9.425968    -10.805359
    -2.8423517]"
1005_IEO_HAP_MD,NEU,"[-9.4219873e+02 -9.4219873e+02 -8.3770190e+02 ... -7.9347193e-01
 -4.0030861e+00  5.7449069e+00]"
1005_IEO_HAP_HI,HAP,"[-791.5693    -791.5693    -776.36554   ...   -8.207524     2.4637275
  -10.388298 ]"
1005_IEO_SAD_LO,NEU,"[-1086.98      -1074.9478     -875.9232    ...     4.3109846     1.8276057
     1.1061845]"
1005_IEO_SAD_MD,NEU,"[-1000.3477    -1000.3477     -885.2349    ...     3.4432592    -3.052177
    -9.267367 ]"
1005_IEO_SAD_HI,NEU,"[-940.93506   -940.93506   -824.4311    ...   -4.1567693   -4.799027
   -7.11809  ]"
1005_IEO_ANG_LO,NEU,"[-927.33887  -927.33887  -813.02673  ...  -14.48236    -9.677836
  -13.929293]"
1005_IEO_ANG_MD,DIS,"[-837.2917    -837.2917    -810.743     ...   -1.894513    -8.476025
   -4.4227843]"
1005_IEO_ANG_HI,ANG,"[-7.2531616e+02 -7.2531616e+02 -7.1884192e+02 ...  3.7164593e-01
 -7.5553966e+00 -3.0528338e+00]"
1005_IEO_FEA_LO,NEU,"[-982.2197    -982.2197    -803.91754   ...    2.2552252   -2.9893532
   -2.0472205]"
1005_IEO_FEA_MD,NEU,"[-869.7426    -869.7426    -809.25934   ...    9.915595     7.491823
    2.5968037]"
1005_IEO_FEA_HI,FEA,"[-770.7921   -770.7921   -741.2699   ...    3.680302   16.028305
    9.53277 ]"
1005_IEO_DIS_LO,NEU,"[-1050.0565    -1048.0187     -824.1329    ...     5.0203247     1.0989988
    -9.90631  ]"
1005_IEO_DIS_MD,NEU,"[-852.54425   -852.54425   -775.7011    ...   -5.2042484   -5.8188324
  -11.697836 ]"
1005_IEO_DIS_HI,DIS,"[-834.64166   -834.64166   -803.77435   ...   10.758272    -1.560647
   -3.5474055]"
1005_TIE_NEU_XX,NEU,"[-957.7603    -957.7603    -935.5975    ...   -5.513132    -1.9343452
    1.6386313]"
1005_TIE_HAP_XX,HAP,"[-778.6706    -778.6706    -778.6706    ...   -7.5923944   -7.971031
    1.5969754]"
1005_TIE_SAD_XX,NEU,"[-930.9863   -930.9863   -920.0871   ...    1.593233  -13.38652
  -10.742262]"
1005_TIE_ANG_XX,ANG,"[-785.50275   -785.50275   -785.50275   ...    0.           0.
   -3.9934664]"
1005_TIE_FEA_XX,ANG,"[-813.79236   -813.79236   -813.79236   ...  -12.661741   -12.0634575
   -6.3419905]"
1005_TIE_DIS_XX,DIS,"[-7.8809363e+02 -7.8809363e+02 -7.8809363e+02 ...  6.0973001e-01
 -3.5559056e+00  6.3358313e-01]"
1005_IOM_NEU_XX,NEU,"[-9.8487006e+02 -9.8487006e+02 -9.2670416e+02 ... -6.3247871e+00
  9.8987550e-01 -2.6326138e-01]"
1005_IOM_HAP_XX,HAP,"[-801.11633   -801.11633   -801.11633   ...   -5.272114    -5.249529
    2.0729125]"
1005_IOM_SAD_XX,SAD,"[-1023.61334   -1022.8413     -954.23334   ...    -8.736637     -3.7379515
     7.3595886]"
1005_IOM_ANG_XX,ANG,"[-735.4378    -735.4378    -735.4378    ...  -16.67903     -3.9160945
   -8.014883 ]"
1005_IOM_FEA_XX,NEU,"[-9.8617383e+02 -9.8617383e+02 -9.5474744e+02 ... -1.6143422e+00
  8.1234056e-01  1.8062038e+00]"
1005_IOM_DIS_XX,DIS,"[-9.9149438e+02 -9.9144775e+02 -9.5173602e+02 ...  3.9567242e+00
  3.5011411e+00 -3.9385456e-01]"
1005_IWW_NEU_XX,NEU,"[-9.7510522e+02 -9.7510522e+02 -9.1670697e+02 ... -1.0180451e+01
 -3.8181052e-01 -1.0527809e+01]"
1005_IWW_HAP_XX,NEU,"[-9.3770801e+02 -9.3770801e+02 -8.8444934e+02 ... -5.0841570e+00
 -3.1477773e-01 -6.3601704e+00]"
1005_IWW_SAD_XX,NEU,"[-1.00665735e+03 -1.00639124e+03 -9.55979858e+02 ...  3.52846622e+00
  1.68418655e+01  5.20265102e-01]"
1005_IWW_ANG_XX,FEA,"[-9.5032373e+02 -9.5032373e+02 -9.3069354e+02 ... -6.7558589e+00
 -2.9766357e+00  2.6672399e-01]"
1005_IWW_FEA_XX,SAD,"[-1.0327517e+03 -1.0326249e+03 -9.1869006e+02 ... -9.7573853e+00
 -9.6605053e+00  6.4165044e-01]"
1005_IWW_DIS_XX,NEU,[-1131.3708 -1131.3708 -1131.3708 ...     0.         0.         0.    ]
1005_TAI_NEU_XX,NEU,"[-968.65607   -968.65607   -940.03265   ...   -3.1935654   -2.132397
   -7.609822 ]"
1005_TAI_HAP_XX,HAP,"[-953.6167    -953.6167    -917.41266   ...  -15.479956   -16.55767
   -6.9867153]"
1005_TAI_SAD_XX,NEU,"[-1.0272535e+03 -1.0270587e+03 -9.7570374e+02 ... -1.1138071e+01
  1.3210511e-01  3.4768572e+00]"
1005_TAI_ANG_XX,DIS,"[-850.83527  -850.83527  -849.09814  ...   -5.458256  -13.852938
  -19.285072]"
1005_TAI_FEA_XX,FEA,"[-828.4515   -828.4515   -827.96576  ...    9.716124    8.833786
   10.781145]"
1005_TAI_DIS_XX,DIS,"[-826.2106    -826.2106    -825.9478    ...   -7.5005636   -2.8491018
    4.079711 ]"
1005_MTI_NEU_XX,NEU,"[-1001.9104    -1001.02356    -932.27435   ...    -9.331226      5.1960063
     5.8435087]"
1005_MTI_HAP_XX,NEU,"[-8.3787372e+02 -8.3787372e+02 -8.3535498e+02 ... -1.3048613e+01
 -3.4269192e+00  2.3157597e-01]"
1005_MTI_SAD_XX,NEU,"[-940.4988   -940.4988   -928.7485   ...  -16.004137   -7.820162
  -11.560392]"
1005_MTI_ANG_XX,ANG,"[-776.9668    -776.9668    -776.9668    ...   -7.2874374    1.1705499
    1.4605777]"
1005_MTI_FEA_XX,FEA,"[-962.18646  -962.18646  -937.91266  ...   -6.246557   -5.251584
   -8.355228]"
1005_MTI_DIS_XX,NEU,"[-9.0629510e+02 -9.0629510e+02 -9.0192188e+02 ... -6.4925470e+00
  5.7994194e+00 -8.4600759e-01]"
1005_IWL_NEU_XX,NEU,"[-929.3188   -929.3188   -925.53204  ...  -13.571792  -12.024899
    5.64901 ]"
1005_IWL_HAP_XX,NEU,"[-844.98285   -844.98285   -841.5734    ...   -3.1194363   -1.0921178
   -8.1575165]"
1005_IWL_SAD_XX,NEU,"[-9.8745776e+02 -9.8745776e+02 -9.2407288e+02 ...  8.7299347e+00
  6.5218461e-01 -6.2843986e+00]"
1005_IWL_ANG_XX,ANG,"[-795.371     -795.371     -795.371     ...   -3.5521996   -4.939538
   -7.219265 ]"
1005_IWL_FEA_XX,NEU,"[-892.8787    -892.8787    -889.93945   ...   -2.4219193   -6.3620176
   -8.664959 ]"
1005_IWL_DIS_XX,NEU,"[-9.4262811e+02 -9.4262811e+02 -9.2863837e+02 ... -6.1630669e+00
 -3.9092779e-01  2.9893889e+00]"
1005_ITH_NEU_XX,NEU,"[-930.58514   -930.58514   -924.99854   ...    7.6094723    1.2914665
    5.1616383]"
1005_ITH_HAP_XX,NEU,"[-833.1155    -833.1155    -833.1155    ...   -3.9673529   -6.7526855
   -5.835999 ]"
1005_ITH_SAD_XX,NEU,"[-9.3528662e+02 -9.3528662e+02 -9.1570660e+02 ...  7.7357292e-03
 -4.5400906e+00 -6.2950826e-01]"
1005_ITH_ANG_XX,ANG,"[-801.2197    -801.2197    -801.2197    ...   -4.1593685   -8.709351
   -9.301382 ]"
1005_ITH_FEA_XX,FEA,"[-811.0016    -811.0016    -810.69635   ...    3.6131442    5.0848436
   -7.881725 ]"
1005_ITH_DIS_XX,NEU,"[-819.7502    -819.7502    -819.7502    ...   -6.416293   -10.143814
    3.0367732]"
1005_DFA_NEU_XX,NEU,"[-831.34503   -831.34503   -831.34503   ...    1.7285737   -5.6884613
    1.5412389]"
1005_DFA_HAP_XX,NEU,"[-815.3371    -815.3371    -815.2907    ...  -16.131887     2.1035054
   -7.3125324]"
1005_DFA_SAD_XX,NEU,"[-994.6186    -994.0545    -885.24286   ...   -9.6758175    6.7473927
    2.3860245]"
1005_DFA_ANG_XX,ANG,"[-734.5646    -734.5646    -734.5646    ...    7.3829584  -14.522443
   -5.2807393]"
1005_DFA_FEA_XX,FEA,"[-747.7564   -747.7564   -747.7564   ...   17.111498   16.917027
    7.511629]"
1005_DFA_DIS_XX,DIS,"[-827.831     -827.831     -827.831     ...  -15.111065    -7.5328465
   -2.7277923]"
1005_ITS_NEU_XX,NEU,"[-916.34357   -916.34357   -903.823     ...   -7.7013783    8.381042
    7.3952856]"
1005_ITS_HAP_XX,HAP,"[-7.5465131e+02 -7.5465131e+02 -7.5465131e+02 ... -1.4033003e+00
  3.1287982e+00 -3.4420496e-01]"
1005_ITS_SAD_XX,NEU,"[-898.9284    -898.9284    -896.5887    ...    2.2250326  -17.538898
   -7.32588  ]"
1005_ITS_ANG_XX,HAP,"[-786.2619    -786.2619    -786.2619    ...    2.0951214    0.9780028
   -6.8088665]"
1005_ITS_FEA_XX,FEA,"[-9.4176245e+02 -9.4176245e+02 -9.3220001e+02 ...  1.2631991e+00
 -4.7059724e-01  1.6897932e-01]"
1005_ITS_DIS_XX,NEU,"[-958.6749   -958.6749   -915.3419   ...   -6.016667   -2.272593
   -1.467891]"
1005_TSI_NEU_XX,NEU,"[-9.5170575e+02 -9.5170575e+02 -9.4610748e+02 ... -1.7969325e+00
 -9.2802978e-01  1.2922354e+00]"
1005_TSI_HAP_XX,HAP,"[-751.0313    -751.0313    -751.0313    ...   -1.657297    -7.086731
   -3.1963816]"
1005_TSI_SAD_XX,DIS,"[-8.7024213e+02 -8.7024213e+02 -8.6974323e+02 ...  5.5283594e-01
  5.8964691e+00 -7.2801194e+00]"
1005_TSI_ANG_XX,FEA,"[-773.25836   -773.25836   -773.25836   ...  -10.281984    -8.601316
   -2.1328094]"
1005_TSI_FEA_XX,FEA,"[-824.37256   -824.37256   -824.37256   ...   -7.0726376  -23.594978
   -2.4882107]"
1005_TSI_DIS_XX,DIS,"[-881.27704   -881.27704   -867.43994   ...   -7.808846    -1.2713771
  -11.329706 ]"
1005_WSI_NEU_XX,ANG,"[-922.4976    -922.4976    -902.6194    ...   -3.0718663   -7.073518
   -4.1828575]"
1005_WSI_HAP_XX,ANG,"[-806.9839    -806.9839    -806.9839    ...   -1.8188403   -7.283048
    3.3502274]"
1005_WSI_SAD_XX,NEU,"[-9.7729175e+02 -9.7729175e+02 -9.4541693e+02 ...  5.7644448e+00
  5.5282605e-01 -5.2667685e+00]"
1005_WSI_ANG_XX,ANG,"[-715.744     -715.744     -715.744     ...   -6.388569    -9.720637
    1.1641388]"
